,5p_length,5p_bulges,5p_bulges_len,5p_basepair,5p_basepair_len,3p_length,3p_bulges,3p_bulges_len,3p_basepair,3p_basepair_len
Tgu-Mir-135-P1,23,3,0.13043478260869565,20,0.8695652173913043,22,1,0.045454545454545456,19,0.8636363636363636
Mal-Mir-181-P1b2,25,5,0.2,20,0.8,22,3,0.13636363636363635,17,0.7727272727272727
Dmo-Mir-2-P4b-v2,22,1,0.045454545454545456,21,0.9545454545454546,23,2,0.08695652173913043,19,0.8260869565217391
Csc-Mir-193-P1u,22,6,0.2727272727272727,16,0.7272727272727273,22,6,0.2727272727272727,14,0.6363636363636364
Tgu-Mir-17-P2c,23,5,0.21739130434782608,18,0.782608695652174,25,5,0.2,18,0.72
Bge-Mir-927-P2-v2,22,6,0.2727272727272727,16,0.7272727272727273,22,4,0.18181818181818182,16,0.7272727272727273
Dya-Mir-133,23,6,0.2608695652173913,17,0.7391304347826086,22,5,0.22727272727272727,15,0.6818181818181818
Mmu-Mir-199-P2-v1,23,4,0.17391304347826086,19,0.8260869565217391,22,2,0.09090909090909091,18,0.8181818181818182
Ete-Mir-101-P2-v1,23,6,0.2608695652173913,17,0.7391304347826086,22,0,0.0,20,0.9090909090909091
Tni-Mir-124-P4-v2,23,4,0.17391304347826086,19,0.8260869565217391,22,4,0.18181818181818182,16,0.7272727272727273
Xla-Mir-1329-P1,23,5,0.21739130434782608,18,0.782608695652174,22,2,0.09090909090909091,18,0.8181818181818182
Cgi-Mir-184-P15e1,23,3,0.13043478260869565,20,0.8695652173913043,22,2,0.09090909090909091,18,0.8181818181818182
Mmu-Mir-10-P3c,22,6,0.2727272727272727,16,0.7272727272727273,22,6,0.2727272727272727,14,0.6363636363636364
Sha-Mir-7371-o6,22,6,0.2727272727272727,16,0.7272727272727273,21,6,0.2857142857142857,13,0.6190476190476191
Lpo-Mir-2-P1h,22,4,0.18181818181818182,18,0.8181818181818182,23,5,0.21739130434782608,16,0.6956521739130435
Lch-Mir-92-P1a,23,3,0.13043478260869565,20,0.8695652173913043,22,1,0.045454545454545456,19,0.8636363636363636
Efe-Mir-1992-P3,21,2,0.09523809523809523,19,0.9047619047619048,22,3,0.13636363636363635,17,0.7727272727272727
Gmo-Mir-129-P2a,21,4,0.19047619047619047,17,0.8095238095238095,22,5,0.22727272727272727,15,0.6818181818181818
Loc-Mir-10-P1c-v1,22,3,0.13636363636363635,19,0.8636363636363636,21,2,0.09523809523809523,17,0.8095238095238095
Isc-Mir-1,22,4,0.18181818181818182,18,0.8181818181818182,22,5,0.22727272727272727,15,0.6818181818181818
Npo-Mir-2001,23,3,0.13043478260869565,20,0.8695652173913043,23,2,0.08695652173913043,19,0.8260869565217391
Bta-Mir-10-P3c,22,6,0.2727272727272727,16,0.7272727272727273,22,6,0.2727272727272727,14,0.6363636363636364
Obi-Mir-29-P1,22,2,0.09090909090909091,20,0.9090909090909091,22,2,0.09090909090909091,18,0.8181818181818182
Mdo-Mir-1544-P2i,23,6,0.2608695652173913,17,0.7391304347826086,22,4,0.18181818181818182,16,0.7272727272727273
Mal-Mir-30-P2b,24,2,0.08333333333333333,22,0.9166666666666666,23,1,0.043478260869565216,20,0.8695652173913043
Rno-Mir-506-P18,23,6,0.2608695652173913,17,0.7391304347826086,23,4,0.17391304347826086,17,0.7391304347826086
Mmu-Mir-135-P1,23,3,0.13043478260869565,20,0.8695652173913043,22,1,0.045454545454545456,19,0.8636363636363636
Cfa-Mir-8-P3a,21,3,0.14285714285714285,18,0.8571428571428571,22,4,0.18181818181818182,16,0.7272727272727273
Cli-Let-7-P2a2,22,3,0.13636363636363635,19,0.8636363636363636,21,2,0.09523809523809523,17,0.8095238095238095
Ami-Mir-124-P2-v1,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Gga-Mir-147,23,9,0.391304347826087,14,0.6086956521739131,22,4,0.18181818181818182,16,0.7272727272727273
Loc-Mir-7-P4,24,3,0.125,21,0.875,22,1,0.045454545454545456,19,0.8636363636363636
Dan-Mir-9-P12-v1,22,4,0.18181818181818182,18,0.8181818181818182,22,4,0.18181818181818182,16,0.7272727272727273
Mdo-Mir-7313,22,7,0.3181818181818182,15,0.6818181818181818,22,4,0.18181818181818182,16,0.7272727272727273
Cli-Mir-9631,24,8,0.3333333333333333,16,0.6666666666666666,23,5,0.21739130434782608,16,0.6956521739130435
Sha-Mir-145,23,5,0.21739130434782608,18,0.782608695652174,22,3,0.13636363636363635,17,0.7727272727272727
Tgu-Mir-34-P3a,25,7,0.28,18,0.72,22,3,0.13636363636363635,17,0.7727272727272727
Esc-Novel-57,22,6,0.2727272727272727,16,0.7272727272727273,22,6,0.2727272727272727,14,0.6363636363636364
Gja-Mir-132-P2,23,3,0.13043478260869565,20,0.8695652173913043,21,3,0.14285714285714285,16,0.7619047619047619
Rno-Mir-431,21,5,0.23809523809523808,16,0.7619047619047619,21,5,0.23809523809523808,14,0.6666666666666666
Mml-Mir-9851,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Rno-Mir-875,22,6,0.2727272727272727,16,0.7272727272727273,22,6,0.2727272727272727,14,0.6363636363636364
Cli-Mir-193-P2a,23,2,0.08695652173913043,21,0.9130434782608695,21,3,0.14285714285714285,16,0.7619047619047619
Oan-Mir-1421-P41,22,4,0.18181818181818182,18,0.8181818181818182,22,5,0.22727272727272727,15,0.6818181818181818
Oan-Mir-130-P1a,22,4,0.18181818181818182,18,0.8181818181818182,22,3,0.13636363636363635,17,0.7727272727272727
Mun-Mir-30-P1b,24,3,0.125,21,0.875,22,0,0.0,20,0.9090909090909091
Lch-Mir-140-P2,22,3,0.13636363636363635,19,0.8636363636363636,23,2,0.08695652173913043,19,0.8260869565217391
Pfl-Mir-103,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Ete-Mir-10-P1b-v1,22,3,0.13636363636363635,19,0.8636363636363636,21,2,0.09523809523809523,17,0.8095238095238095
Ete-Mir-375,23,6,0.2608695652173913,17,0.7391304347826086,22,4,0.18181818181818182,16,0.7272727272727273
Mal-Mir-29-P2d1,23,6,0.2608695652173913,17,0.7391304347826086,22,4,0.18181818181818182,16,0.7272727272727273
Gga-Mir-96-P3-v2,22,4,0.18181818181818182,18,0.8181818181818182,22,4,0.18181818181818182,16,0.7272727272727273
Sha-Mir-2970,21,3,0.14285714285714285,18,0.8571428571428571,21,2,0.09523809523809523,17,0.8095238095238095
Dpu-Mir-252-P2-v2,22,6,0.2727272727272727,16,0.7272727272727273,22,7,0.3181818181818182,13,0.5909090909090909
Dre-Mir-338-P1,25,5,0.2,20,0.8,23,3,0.13043478260869565,18,0.782608695652174
Cbr-Mir-2222-P1b,24,6,0.25,18,0.75,22,5,0.22727272727272727,15,0.6818181818181818
Xtr-Novel-7,22,2,0.09090909090909091,20,0.9090909090909091,22,1,0.045454545454545456,19,0.8636363636363636
Bta-Mir-135-P4,23,4,0.17391304347826086,19,0.8260869565217391,22,2,0.09090909090909091,18,0.8181818181818182
Pfl-Mir-4828-P4,23,8,0.34782608695652173,15,0.6521739130434783,22,4,0.18181818181818182,16,0.7272727272727273
Xtr-Mir-30-P1a,24,3,0.125,21,0.875,22,2,0.09090909090909091,18,0.8181818181818182
Dpu-Novel-8,21,5,0.23809523809523808,16,0.7619047619047619,23,5,0.21739130434782608,16,0.6956521739130435
Sme-Mir-31-P19,23,4,0.17391304347826086,19,0.8260869565217391,22,4,0.18181818181818182,16,0.7272727272727273
Lan-Mir-31-P7,23,3,0.13043478260869565,20,0.8695652173913043,22,4,0.18181818181818182,16,0.7272727272727273
Gga-Mir-148-P1,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Lch-Mir-24-P1,23,6,0.2608695652173913,17,0.7391304347826086,22,5,0.22727272727272727,15,0.6818181818181818
Cpi-Mir-130-P2b,22,4,0.18181818181818182,18,0.8181818181818182,25,5,0.2,18,0.72
Dya-Mir-9-P12-v2,23,4,0.17391304347826086,19,0.8260869565217391,23,4,0.17391304347826086,17,0.7391304347826086
Efe-Mir-87-o16,25,6,0.24,19,0.76,22,2,0.09090909090909091,18,0.8181818181818182
Dan-Novel-9,23,6,0.2608695652173913,17,0.7391304347826086,22,7,0.3181818181818182,13,0.5909090909090909
Efe-Mir-1990-P2,22,7,0.3181818181818182,15,0.6818181818181818,22,5,0.22727272727272727,15,0.6818181818181818
Xtr-Mir-190-P3,22,3,0.13636363636363635,19,0.8636363636363636,23,5,0.21739130434782608,16,0.6956521739130435
Cel-Mir-255,22,2,0.09090909090909091,20,0.9090909090909091,22,2,0.09090909090909091,18,0.8181818181818182
Mmu-Let-7-P2b3,22,2,0.09090909090909091,20,0.9090909090909091,21,1,0.047619047619047616,18,0.8571428571428571
Bta-Mir-432,23,6,0.2608695652173913,17,0.7391304347826086,22,5,0.22727272727272727,15,0.6818181818181818
Mml-Mir-1296,23,7,0.30434782608695654,16,0.6956521739130435,21,4,0.19047619047619047,15,0.7142857142857143
Tni-Mir-184-P2,23,5,0.21739130434782608,18,0.782608695652174,22,3,0.13636363636363635,17,0.7727272727272727
Lch-Mir-27-P2,23,2,0.08695652173913043,21,0.9130434782608695,21,0,0.0,19,0.9047619047619048
Cbr-Mir-248-v2,22,5,0.22727272727272727,17,0.7727272727272727,23,7,0.30434782608695654,14,0.6086956521739131
Hsa-Mir-34-P3b,26,7,0.2692307692307692,19,0.7307692307692307,21,2,0.09523809523809523,17,0.8095238095238095
Tni-Mir-728-P2,25,6,0.24,19,0.76,23,3,0.13043478260869565,18,0.782608695652174
Gmo-Mir-724-P1-v1,22,6,0.2727272727272727,16,0.7272727272727273,23,6,0.2608695652173913,15,0.6521739130434783
Mml-Mir-769,22,5,0.22727272727272727,17,0.7727272727272727,22,5,0.22727272727272727,15,0.6818181818181818
Cfa-Mir-452-v2,21,5,0.23809523809523808,16,0.7619047619047619,21,4,0.19047619047619047,15,0.7142857142857143
Ete-Mir-8-P1b,22,2,0.09090909090909091,20,0.9090909090909091,23,3,0.13043478260869565,18,0.782608695652174
Ami-Mir-19-P1a,21,0,0.0,21,1.0,23,4,0.17391304347826086,17,0.7391304347826086
Ocu-Mir-95-P3-v1,22,5,0.22727272727272727,17,0.7727272727272727,22,6,0.2727272727272727,14,0.6363636363636364
Hsa-Mir-30-P2d,24,6,0.25,18,0.75,22,4,0.18181818181818182,16,0.7272727272727273
Xtr-Mir-142-P1b-v4,22,2,0.09090909090909091,20,0.9090909090909091,22,2,0.09090909090909091,18,0.8181818181818182
Cgi-Mir-87-P2,25,5,0.2,20,0.8,22,2,0.09090909090909091,18,0.8181818181818182
Mal-Mir-725,22,4,0.18181818181818182,18,0.8181818181818182,22,4,0.18181818181818182,16,0.7272727272727273
Efe-Mir-2000-P2,22,2,0.09090909090909091,20,0.9090909090909091,22,3,0.13636363636363635,17,0.7727272727272727
Cpo-Mir-350,22,6,0.2727272727272727,16,0.7272727272727273,23,7,0.30434782608695654,14,0.6086956521739131
Efe-Mir-10-P1j,22,6,0.2727272727272727,16,0.7272727272727273,22,7,0.3181818181818182,13,0.5909090909090909
Dpu-Mir-7-P9,24,4,0.16666666666666666,20,0.8333333333333334,22,3,0.13636363636363635,17,0.7727272727272727
Oan-Mir-139,23,4,0.17391304347826086,19,0.8260869565217391,23,2,0.08695652173913043,19,0.8260869565217391
Bta-Mir-15-P1c,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Bta-Mir-34-P3b,23,6,0.2608695652173913,17,0.7391304347826086,21,2,0.09523809523809523,17,0.8095238095238095
Rno-Mir-199-P1-v1,23,5,0.21739130434782608,18,0.782608695652174,22,3,0.13636363636363635,17,0.7727272727272727
Loc-Mir-727-P3-v1,22,4,0.18181818181818182,18,0.8181818181818182,22,3,0.13636363636363635,17,0.7727272727272727
Tca-Mir-3851-P7,23,5,0.21739130434782608,18,0.782608695652174,22,3,0.13636363636363635,17,0.7727272727272727
Sme-Mir-153,22,4,0.18181818181818182,18,0.8181818181818182,21,0,0.0,19,0.9047619047619048
Asu-Mir-22-P2,26,7,0.2692307692307692,19,0.7307692307692307,22,3,0.13636363636363635,17,0.7727272727272727
Hsa-Mir-181-P1c,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Dre-Mir-139,23,2,0.08695652173913043,21,0.9130434782608695,23,2,0.08695652173913043,19,0.8260869565217391
Isc-Mir-281,22,4,0.18181818181818182,18,0.8181818181818182,22,3,0.13636363636363635,17,0.7727272727272727
Dno-Mir-154-P23,22,4,0.18181818181818182,18,0.8181818181818182,21,4,0.19047619047619047,15,0.7142857142857143
Cbr-Mir-788-v1,24,5,0.20833333333333334,19,0.7916666666666666,21,2,0.09523809523809523,17,0.8095238095238095
Dre-Mir-29-P1d2,24,3,0.125,21,0.875,23,1,0.043478260869565216,20,0.8695652173913043
Ami-Mir-214-v2,23,3,0.13043478260869565,20,0.8695652173913043,23,3,0.13043478260869565,18,0.782608695652174
Mml-Let-7-P2c2,22,1,0.045454545454545456,21,0.9545454545454546,21,1,0.047619047619047616,18,0.8571428571428571
Dre-Mir-10-P3c1,22,6,0.2727272727272727,16,0.7272727272727273,22,7,0.3181818181818182,13,0.5909090909090909
Aae-Iab-4-P1,22,4,0.18181818181818182,18,0.8181818181818182,22,3,0.13636363636363635,17,0.7727272727272727
Xtr-Mir-430-o5b,21,3,0.14285714285714285,18,0.8571428571428571,23,5,0.21739130434782608,16,0.6956521739130435
Cpi-Mir-196-P4,23,2,0.08695652173913043,21,0.9130434782608695,23,2,0.08695652173913043,19,0.8260869565217391
Gja-Mir-101-P2-v1,23,3,0.13043478260869565,20,0.8695652173913043,22,1,0.045454545454545456,19,0.8636363636363636
Cel-Mir-133,23,6,0.2608695652173913,17,0.7391304347826086,22,4,0.18181818181818182,16,0.7272727272727273
Cbr-Mir-2222-P2a,25,4,0.16,21,0.84,24,3,0.125,19,0.7916666666666666
Mal-Mir-96-P3b-v1,22,4,0.18181818181818182,18,0.8181818181818182,22,5,0.22727272727272727,15,0.6818181818181818
Mdo-Mir-30-P2d,24,6,0.25,18,0.75,22,4,0.18181818181818182,16,0.7272727272727273
Gja-Mir-219-P3,23,4,0.17391304347826086,19,0.8260869565217391,22,2,0.09090909090909091,18,0.8181818181818182
Dya-Mir-4969,24,7,0.2916666666666667,17,0.7083333333333334,22,4,0.18181818181818182,16,0.7272727272727273
Cmi-Mir-19-P1a-v1,21,2,0.09523809523809523,19,0.9047619047619048,23,2,0.08695652173913043,19,0.8260869565217391
Dre-Mir-26-P2a,22,2,0.09090909090909091,20,0.9090909090909091,22,4,0.18181818181818182,16,0.7272727272727273
Dme-Mir-9-P9,24,9,0.375,15,0.625,22,7,0.3181818181818182,13,0.5909090909090909
Hme-Mir-1,22,5,0.22727272727272727,17,0.7727272727272727,22,4,0.18181818181818182,16,0.7272727272727273
Ocu-Let-7-P2c1,22,2,0.09090909090909091,20,0.9090909090909091,21,1,0.047619047619047616,18,0.8571428571428571
Csc-Mir-184-P24,22,4,0.18181818181818182,18,0.8181818181818182,22,2,0.09090909090909091,18,0.8181818181818182
Bta-Mir-374-P2,22,2,0.09090909090909091,20,0.9090909090909091,22,3,0.13636363636363635,17,0.7727272727272727
Xla-Mir-142-P1b2-v3,23,6,0.2608695652173913,17,0.7391304347826086,23,1,0.043478260869565216,20,0.8695652173913043
Lch-Mir-221-P1b,24,4,0.16666666666666666,20,0.8333333333333334,24,4,0.16666666666666666,18,0.75
Mmu-Mir-192-P2,21,1,0.047619047619047616,20,0.9523809523809523,22,4,0.18181818181818182,16,0.7272727272727273
Ami-Mir-1677-o4,22,5,0.22727272727272727,17,0.7727272727272727,22,2,0.09090909090909091,18,0.8181818181818182
Cfa-Mir-139,23,3,0.13043478260869565,20,0.8695652173913043,23,2,0.08695652173913043,19,0.8260869565217391
Bta-Mir-452-v1,24,6,0.25,18,0.75,22,4,0.18181818181818182,16,0.7272727272727273
Cmi-Let-7-P2a4,22,3,0.13636363636363635,19,0.8636363636363636,21,3,0.14285714285714285,16,0.7619047619047619
Rno-Mir-1912,22,5,0.22727272727272727,17,0.7727272727272727,22,4,0.18181818181818182,16,0.7272727272727273
Loc-Mir-130-P2b,22,4,0.18181818181818182,18,0.8181818181818182,25,5,0.2,18,0.72
Lpo-Mir-216-P2i,23,5,0.21739130434782608,18,0.782608695652174,22,4,0.18181818181818182,16,0.7272727272727273
Pbv-Mir-129-P2,21,4,0.19047619047619047,17,0.8095238095238095,22,4,0.18181818181818182,16,0.7272727272727273
Pfl-Mir-29-P1,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Mml-Mir-140-P1-v2,23,3,0.13043478260869565,20,0.8695652173913043,23,2,0.08695652173913043,19,0.8260869565217391
Mdo-Mir-17-P1c,23,4,0.17391304347826086,19,0.8260869565217391,23,4,0.17391304347826086,17,0.7391304347826086
Asu-Mir-36-o27,24,5,0.20833333333333334,19,0.7916666666666666,22,4,0.18181818181818182,16,0.7272727272727273
Ocu-Mir-154-P5,21,6,0.2857142857142857,15,0.7142857142857143,21,6,0.2857142857142857,13,0.6190476190476191
Ocu-Mir-26-P2,22,3,0.13636363636363635,19,0.8636363636363636,22,2,0.09090909090909091,18,0.8181818181818182
Cel-Mir-137,22,4,0.18181818181818182,18,0.8181818181818182,21,3,0.14285714285714285,16,0.7619047619047619
Gga-Let-7-P1c,22,3,0.13636363636363635,19,0.8636363636363636,22,4,0.18181818181818182,16,0.7272727272727273
Dno-Mir-1271,22,3,0.13636363636363635,19,0.8636363636363636,22,2,0.09090909090909091,18,0.8181818181818182
Spu-Mir-92-o14,22,5,0.22727272727272727,17,0.7727272727272727,22,4,0.18181818181818182,16,0.7272727272727273
Cpo-Mir-208-P1,22,3,0.13636363636363635,19,0.8636363636363636,22,4,0.18181818181818182,16,0.7272727272727273
Cpo-Mir-8-P3a,21,3,0.14285714285714285,18,0.8571428571428571,22,4,0.18181818181818182,16,0.7272727272727273
Ete-Mir-214-v1,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Lan-Mir-33-P10,22,2,0.09090909090909091,20,0.9090909090909091,22,2,0.09090909090909091,18,0.8181818181818182
Bta-Mir-15-P2c,23,3,0.13043478260869565,20,0.8695652173913043,23,3,0.13043478260869565,18,0.782608695652174
Ovu-Novel-69-P2,24,4,0.16666666666666666,20,0.8333333333333334,22,1,0.045454545454545456,19,0.8636363636363636
Obi-Novel-17,22,6,0.2727272727272727,16,0.7272727272727273,24,7,0.2916666666666667,15,0.625
Ocu-Mir-17-P4c,23,4,0.17391304347826086,19,0.8260869565217391,23,4,0.17391304347826086,17,0.7391304347826086
Hvu-Novel-10,21,2,0.09523809523809523,19,0.9047619047619048,21,2,0.09523809523809523,17,0.8095238095238095
Cpo-Mir-10-P1b-v1,22,3,0.13636363636363635,19,0.8636363636363636,21,2,0.09523809523809523,17,0.8095238095238095
Mdo-Mir-7385-P1b,22,4,0.18181818181818182,18,0.8181818181818182,22,4,0.18181818181818182,16,0.7272727272727273
Cel-Mir-70,23,4,0.17391304347826086,19,0.8260869565217391,23,4,0.17391304347826086,17,0.7391304347826086
Xla-Mir-430-o5r,21,3,0.14285714285714285,18,0.8571428571428571,23,5,0.21739130434782608,16,0.6956521739130435
Cin-Mir-4031,22,6,0.2727272727272727,16,0.7272727272727273,22,5,0.22727272727272727,15,0.6818181818181818
Bla-Mir-33-P6,21,0,0.0,21,1.0,21,1,0.047619047619047616,18,0.8571428571428571
Ete-Mir-505-v2,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Ami-Mir-10-P1c-v2,22,3,0.13636363636363635,19,0.8636363636363636,21,2,0.09523809523809523,17,0.8095238095238095
Aae-Mir-133,23,7,0.30434782608695654,16,0.6956521739130435,22,5,0.22727272727272727,15,0.6818181818181818
Bla-Mir-129-P8b,23,6,0.2608695652173913,17,0.7391304347826086,22,5,0.22727272727272727,15,0.6818181818181818
Cpi-Mir-133-P3-v1,23,5,0.21739130434782608,18,0.782608695652174,23,5,0.21739130434782608,16,0.6956521739130435
Mdo-Mir-153-P1,23,3,0.13043478260869565,20,0.8695652173913043,22,3,0.13636363636363635,17,0.7727272727272727
Gmo-Mir-11275,21,2,0.09523809523809523,19,0.9047619047619048,21,3,0.14285714285714285,16,0.7619047619047619
Npo-Mir-8,22,3,0.13636363636363635,19,0.8636363636363636,23,3,0.13043478260869565,18,0.782608695652174
Tni-Mir-96-P1a,23,3,0.13043478260869565,20,0.8695652173913043,22,3,0.13636363636363635,17,0.7727272727272727
Xla-Mir-196-P4c-v1,22,1,0.045454545454545456,21,0.9545454545454546,22,2,0.09090909090909091,18,0.8181818181818182
Gmo-Mir-1-P1,23,3,0.13043478260869565,20,0.8695652173913043,22,1,0.045454545454545456,19,0.8636363636363636
Gga-Mir-101-P1-v2,22,2,0.09090909090909091,20,0.9090909090909091,22,0,0.0,20,0.9090909090909091
Pmi-Mir-31-P3,22,4,0.18181818181818182,18,0.8181818181818182,22,4,0.18181818181818182,16,0.7272727272727273
Bta-Mir-196-P4,23,2,0.08695652173913043,21,0.9130434782608695,23,1,0.043478260869565216,20,0.8695652173913043
Ami-Mir-191,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Cgi-Mir-184-P15a3,23,3,0.13043478260869565,20,0.8695652173913043,22,2,0.09090909090909091,18,0.8181818181818182
Xla-Novel-9-P1-v1,22,7,0.3181818181818182,15,0.6818181818181818,22,5,0.22727272727272727,15,0.6818181818181818
Dya-Mir-1003,22,4,0.18181818181818182,18,0.8181818181818182,22,3,0.13636363636363635,17,0.7727272727272727
Dre-Mir-8-P3a,21,4,0.19047619047619047,17,0.8095238095238095,22,4,0.18181818181818182,16,0.7272727272727273
Bge-Mir-9-o11-v2,23,2,0.08695652173913043,21,0.9130434782608695,22,3,0.13636363636363635,17,0.7727272727272727
Dre-Mir-218-P3,21,4,0.19047619047619047,17,0.8095238095238095,21,5,0.23809523809523808,14,0.6666666666666666
Aca-Mir-193-P2b,23,6,0.2608695652173913,17,0.7391304347826086,22,3,0.13636363636363635,17,0.7727272727272727
Rno-Mir-320,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Dme-Mir-991,23,4,0.17391304347826086,19,0.8260869565217391,22,2,0.09090909090909091,18,0.8181818181818182
Bla-Mir-71,22,4,0.18181818181818182,18,0.8181818181818182,22,3,0.13636363636363635,17,0.7727272727272727
Cpi-Mir-155,24,3,0.125,21,0.875,22,0,0.0,20,0.9090909090909091
Bta-Mir-181-P1a,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Loc-Mir-155,24,3,0.125,21,0.875,22,0,0.0,20,0.9090909090909091
Loc-Novel-6,22,4,0.18181818181818182,18,0.8181818181818182,23,4,0.17391304347826086,17,0.7391304347826086
Cpo-Mir-142-P1-v1,21,3,0.14285714285714285,18,0.8571428571428571,21,1,0.047619047619047616,18,0.8571428571428571
Loc-Mir-208-P1d,22,2,0.09090909090909091,20,0.9090909090909091,22,2,0.09090909090909091,18,0.8181818181818182
Mmu-Mir-124-P1-v2,23,4,0.17391304347826086,19,0.8260869565217391,22,4,0.18181818181818182,16,0.7272727272727273
Mdo-Mir-7360-P3a,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Dno-Mir-154-P5,21,3,0.14285714285714285,18,0.8571428571428571,21,2,0.09523809523809523,17,0.8095238095238095
Hsa-Mir-550-P2a,23,3,0.13043478260869565,20,0.8695652173913043,23,3,0.13043478260869565,18,0.782608695652174
Bfl-Mir-1,23,3,0.13043478260869565,20,0.8695652173913043,22,2,0.09090909090909091,18,0.8181818181818182
Cin-Mir-1502-P3,24,5,0.20833333333333334,19,0.7916666666666666,21,2,0.09523809523809523,17,0.8095238095238095
Cmi-Mir-219-P3,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Hsa-Mir-489-v2,22,5,0.22727272727272727,17,0.7727272727272727,22,4,0.18181818181818182,16,0.7272727272727273
Spu-Mir-4847,24,4,0.16666666666666666,20,0.8333333333333334,22,3,0.13636363636363635,17,0.7727272727272727
Cpo-Mir-7-P2,24,3,0.125,21,0.875,22,1,0.045454545454545456,19,0.8636363636363636
Hme-Mir-3327,23,3,0.13043478260869565,20,0.8695652173913043,23,1,0.043478260869565216,20,0.8695652173913043
Rno-Mir-15-P1c4,22,4,0.18181818181818182,18,0.8181818181818182,22,4,0.18181818181818182,16,0.7272727272727273
Mdo-Mir-2970,22,3,0.13636363636363635,19,0.8636363636363636,22,2,0.09090909090909091,18,0.8181818181818182
Pbv-Mir-92-P1d,24,3,0.125,21,0.875,22,2,0.09090909090909091,18,0.8181818181818182
Bla-Mir-193-P1i2,22,6,0.2727272727272727,16,0.7272727272727273,22,5,0.22727272727272727,15,0.6818181818181818
Gmo-Mir-11937,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Cpi-Mir-214-v2,23,3,0.13043478260869565,20,0.8695652173913043,23,3,0.13043478260869565,18,0.782608695652174
Cfa-Mir-1343,22,3,0.13636363636363635,19,0.8636363636363636,22,4,0.18181818181818182,16,0.7272727272727273
Mal-Mir-29-P1d2-v1,24,3,0.125,21,0.875,23,3,0.13043478260869565,18,0.782608695652174
Rno-Mir-1271,22,3,0.13636363636363635,19,0.8636363636363636,23,3,0.13043478260869565,18,0.782608695652174
Mal-Mir-196-P4a,22,2,0.09090909090909091,20,0.9090909090909091,22,2,0.09090909090909091,18,0.8181818181818182
Oan-Mir-143,21,3,0.14285714285714285,18,0.8571428571428571,21,2,0.09523809523809523,17,0.8095238095238095
Bta-Mir-29-P1d8-v1,24,3,0.125,21,0.875,23,2,0.08695652173913043,19,0.8260869565217391
Aae-Mir-124,22,5,0.22727272727272727,17,0.7727272727272727,21,3,0.14285714285714285,16,0.7619047619047619
Cbr-Mir-7595-P2b,22,5,0.22727272727272727,17,0.7727272727272727,21,3,0.14285714285714285,16,0.7619047619047619
Sha-Mir-7371-o8,23,5,0.21739130434782608,18,0.782608695652174,22,4,0.18181818181818182,16,0.7272727272727273
Tca-Mir-3-P12a,25,4,0.16,21,0.84,22,2,0.09090909090909091,18,0.8181818181818182
Mdo-Mir-7371-P33,21,3,0.14285714285714285,18,0.8571428571428571,23,3,0.13043478260869565,18,0.782608695652174
Dme-Mir-124,23,5,0.21739130434782608,18,0.782608695652174,22,3,0.13636363636363635,17,0.7727272727272727
Pbv-Mir-199-P2-v3,22,3,0.13636363636363635,19,0.8636363636363636,21,3,0.14285714285714285,16,0.7619047619047619
Aca-Mir-181-P2a,25,5,0.2,20,0.8,21,2,0.09523809523809523,17,0.8095238095238095
Cfa-Mir-154-P15,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Cfa-Mir-101-P1-v1,22,1,0.045454545454545456,21,0.9545454545454546,22,1,0.045454545454545456,19,0.8636363636363636
Tca-Mir-315,23,4,0.17391304347826086,19,0.8260869565217391,22,4,0.18181818181818182,16,0.7272727272727273
Lpo-Mir-1-P17,22,5,0.22727272727272727,17,0.7727272727272727,22,6,0.2727272727272727,14,0.6363636363636364
Ovu-Mir-29-P1,22,2,0.09090909090909091,20,0.9090909090909091,22,2,0.09090909090909091,18,0.8181818181818182
Mun-Mir-139,23,2,0.08695652173913043,21,0.9130434782608695,23,2,0.08695652173913043,19,0.8260869565217391
