,5p_length,5p_bulges,5p_bulges_len,5p_basepair,5p_basepair_len
Cfa-Mir-29-P1d-v2,24,18,0.75,6,0.75
Cfa-Mir-29-P2b,23,20,0.8695652173913043,3,0.8695652173913043
Cfa-Mir-29-P2d7,23,19,0.8260869565217391,4,0.8260869565217391
Cfa-Mir-29-P2d8,23,19,0.8260869565217391,4,0.8260869565217391
Cfa-Mir-296,21,21,1.0,0,1.0
Cfa-Mir-30-P1a,24,17,0.7083333333333334,7,0.7083333333333334
Cfa-Mir-30-P1b,24,17,0.7083333333333334,7,0.7083333333333334
Cfa-Mir-30-P1d,24,17,0.7083333333333334,7,0.7083333333333334
Cfa-Mir-30-P2a,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-30-P2b,24,17,0.7083333333333334,7,0.7083333333333334
Cfa-Mir-30-P2d,24,18,0.75,6,0.75
Cfa-Mir-3059,24,18,0.75,6,0.75
Cfa-Mir-3085,25,20,0.8,5,0.8
Cfa-Mir-31,23,18,0.782608695652174,5,0.782608695652174
Cfa-Mir-32,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-320,22,18,0.8181818181818182,4,0.8181818181818182
Cfa-Mir-324,23,19,0.8260869565217391,4,0.8260869565217391
Cfa-Mir-325,22,19,0.8636363636363636,3,0.8636363636363636
Cfa-Mir-326,25,24,0.96,1,0.96
Cfa-Mir-328,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-33-P1,21,17,0.8095238095238095,4,0.8095238095238095
Cfa-Mir-33-P3,21,17,0.8095238095238095,4,0.8095238095238095
Cfa-Mir-330-v1,23,20,0.8695652173913043,3,0.8695652173913043
Cfa-Mir-330-v2,24,21,0.875,3,0.875
Cfa-Mir-331,22,18,0.8181818181818182,4,0.8181818181818182
Cfa-Mir-335,23,18,0.782608695652174,5,0.782608695652174
Cfa-Mir-338-P2,21,19,0.9047619047619048,2,0.9047619047619048
Cfa-Mir-338-P2-as,25,18,0.72,7,0.72
Cfa-Mir-339,23,18,0.782608695652174,5,0.782608695652174
Cfa-Mir-34-P1,23,20,0.8695652173913043,3,0.8695652173913043
Cfa-Mir-34-P2a,23,17,0.7391304347826086,6,0.7391304347826086
Cfa-Mir-34-P2b,23,18,0.782608695652174,5,0.782608695652174
Cfa-Mir-34-P3b,26,20,0.7692307692307693,6,0.7692307692307693
Cfa-Mir-34-P3c,22,19,0.8636363636363636,3,0.8636363636363636
Cfa-Mir-340,22,18,0.8181818181818182,4,0.8181818181818182
Cfa-Mir-342,23,19,0.8260869565217391,4,0.8260869565217391
Cfa-Mir-345,22,22,1.0,0,1.0
Cfa-Mir-346,23,17,0.7391304347826086,6,0.7391304347826086
Cfa-Mir-350,22,22,1.0,0,1.0
Cfa-Mir-361-v1,22,18,0.8181818181818182,4,0.8181818181818182
Cfa-Mir-361-v2,22,22,1.0,0,1.0
Cfa-Mir-3613,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-362-P1,26,21,0.8076923076923077,5,0.8076923076923077
Cfa-Mir-362-P2-v1,24,21,0.875,3,0.875
Cfa-Mir-362-P2-v2,24,21,0.875,3,0.875
Cfa-Mir-362-P4,26,20,0.7692307692307693,6,0.7692307692307693
Cfa-Mir-362-P5,25,21,0.84,4,0.84
Cfa-Mir-370,22,22,1.0,0,1.0
Cfa-Mir-374-P1,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-374-P2,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-375,23,18,0.782608695652174,5,0.782608695652174
Cfa-Mir-376-P1,22,22,1.0,0,1.0
Cfa-Mir-376-P2,22,22,1.0,0,1.0
Cfa-Mir-376-P3,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-376-P4,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-376-P5,22,22,1.0,0,1.0
Cfa-Mir-378,22,20,0.9090909090909091,2,0.9090909090909091
Cfa-Mir-383-v1,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-383-v2,23,17,0.7391304347826086,6,0.7391304347826086
Cfa-Mir-384,23,19,0.8260869565217391,4,0.8260869565217391
Cfa-Mir-423,23,17,0.7391304347826086,6,0.7391304347826086
Cfa-Mir-425,25,21,0.84,4,0.84
Cfa-Mir-430-P1,23,22,0.9565217391304348,1,0.9565217391304348
Cfa-Mir-430-P2,23,20,0.8695652173913043,3,0.8695652173913043
Cfa-Mir-430-P3,23,17,0.7391304347826086,6,0.7391304347826086
Cfa-Mir-430-P4,23,20,0.8695652173913043,3,0.8695652173913043
Cfa-Mir-430-P5d1,23,17,0.7391304347826086,6,0.7391304347826086
Cfa-Mir-430-P5d2,23,17,0.7391304347826086,6,0.7391304347826086
Cfa-Mir-430-P7d1,22,18,0.8181818181818182,4,0.8181818181818182
Cfa-Mir-430-P7d2,22,18,0.8181818181818182,4,0.8181818181818182
Cfa-Mir-431,21,17,0.8095238095238095,4,0.8095238095238095
Cfa-Mir-432,23,18,0.782608695652174,5,0.782608695652174
Cfa-Mir-433,22,22,1.0,0,1.0
Cfa-Mir-448,22,19,0.8636363636363636,3,0.8636363636363636
Cfa-Mir-450-P1,22,22,1.0,0,1.0
Cfa-Mir-450-P2,22,22,1.0,0,1.0
Cfa-Mir-450-P3,24,24,1.0,0,1.0
Cfa-Mir-452-v1,24,17,0.7083333333333334,7,0.7083333333333334
Cfa-Mir-452-v2,21,17,0.8095238095238095,4,0.8095238095238095
Cfa-Mir-455,22,20,0.9090909090909091,2,0.9090909090909091
Cfa-Mir-459,24,17,0.7083333333333334,7,0.7083333333333334
Cfa-Mir-483,26,20,0.7692307692307693,6,0.7692307692307693
Cfa-Mir-486,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-488,23,17,0.7391304347826086,6,0.7391304347826086
Cfa-Mir-489,22,20,0.9090909090909091,2,0.9090909090909091
Cfa-Mir-490,20,17,0.85,3,0.85
Cfa-Mir-491,23,17,0.7391304347826086,6,0.7391304347826086
Cfa-Mir-493,22,20,0.9090909090909091,2,0.9090909090909091
Cfa-Mir-499,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-504-v1,22,18,0.8181818181818182,4,0.8181818181818182
Cfa-Mir-504-v2,21,19,0.9047619047619048,2,0.9047619047619048
Cfa-Mir-505-v1,23,17,0.7391304347826086,6,0.7391304347826086
Cfa-Mir-505-v2,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-506-P1,23,18,0.782608695652174,5,0.782608695652174
Cfa-Mir-506-P2d,23,22,0.9565217391304348,1,0.9565217391304348
Cfa-Mir-506-P2e,21,19,0.9047619047619048,2,0.9047619047619048
Cfa-Mir-506-P3a,21,18,0.8571428571428571,3,0.8571428571428571
Cfa-Mir-506-P3b,21,19,0.9047619047619048,2,0.9047619047619048
Cfa-Mir-506-P7,23,18,0.782608695652174,5,0.782608695652174
Cfa-Mir-542-v1,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-542-v2,22,18,0.8181818181818182,4,0.8181818181818182
Cfa-Mir-544-P1,21,21,1.0,0,1.0
Cfa-Mir-544-P2,21,17,0.8095238095238095,4,0.8095238095238095
Cfa-Mir-551-P1,23,19,0.8260869565217391,4,0.8260869565217391
Cfa-Mir-551-P2,23,20,0.8695652173913043,3,0.8695652173913043
Cfa-Mir-574,24,19,0.7916666666666666,5,0.7916666666666666
Cfa-Mir-582-v1,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-582-v2,22,18,0.8181818181818182,4,0.8181818181818182
Cfa-Mir-590,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-592,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-599,22,18,0.8181818181818182,4,0.8181818181818182
Cfa-Mir-615,22,18,0.8181818181818182,4,0.8181818181818182
Cfa-Mir-628,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-652,26,20,0.7692307692307693,6,0.7692307692307693
Cfa-Mir-6529,21,19,0.9047619047619048,2,0.9047619047619048
Cfa-Mir-653,22,18,0.8181818181818182,4,0.8181818181818182
Cfa-Mir-671,24,18,0.75,6,0.75
Cfa-Mir-6715,22,18,0.8181818181818182,4,0.8181818181818182
Cfa-Mir-675,23,17,0.7391304347826086,6,0.7391304347826086
Cfa-Mir-676,22,22,1.0,0,1.0
Cfa-Mir-7-P1,24,17,0.7083333333333334,7,0.7083333333333334
Cfa-Mir-7-P2,24,17,0.7083333333333334,7,0.7083333333333334
Cfa-Mir-7-P4,24,18,0.75,6,0.75
Cfa-Mir-7180,23,21,0.9130434782608695,2,0.9130434782608695
Cfa-Mir-744,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-769,22,18,0.8181818181818182,4,0.8181818181818182
Cfa-Mir-8-P1a,22,22,1.0,0,1.0
Cfa-Mir-8-P1b,22,22,1.0,0,1.0
Cfa-Mir-8-P2a,22,18,0.8181818181818182,4,0.8181818181818182
Cfa-Mir-8-P2b,22,19,0.8636363636363636,3,0.8636363636363636
Cfa-Mir-8-P3a,21,17,0.8095238095238095,4,0.8095238095238095
Cfa-Mir-873-v1,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-873-v2,22,18,0.8181818181818182,4,0.8181818181818182
Cfa-Mir-874,23,19,0.8260869565217391,4,0.8260869565217391
Cfa-Mir-875,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-876,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-877,24,18,0.75,6,0.75
Cfa-Mir-885,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-8859-P1,22,18,0.8181818181818182,4,0.8181818181818182
Cfa-Mir-8859-P2,24,18,0.75,6,0.75
Cfa-Mir-8902,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-8908-P1a1,22,22,1.0,0,1.0
Cfa-Mir-8908-P1a2,22,22,1.0,0,1.0
Cfa-Mir-8908-P1b,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-8908-P1c,22,22,1.0,0,1.0
Cfa-Mir-8908-P1d,22,22,1.0,0,1.0
Cfa-Mir-8908-P2,22,22,1.0,0,1.0
Cfa-Mir-8908-P3,22,22,1.0,0,1.0
Cfa-Mir-8908-P4a1,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-8908-P4a2,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-8908-P4b,21,17,0.8095238095238095,4,0.8095238095238095
Cfa-Mir-8908-P4c,22,22,1.0,0,1.0
Cfa-Mir-8908-P5,23,18,0.782608695652174,5,0.782608695652174
Cfa-Mir-8908-P6,23,18,0.782608695652174,5,0.782608695652174
Cfa-Mir-8908-P7,23,23,1.0,0,1.0
Cfa-Mir-8908-P8,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-9-P1,23,18,0.782608695652174,5,0.782608695652174
Cfa-Mir-9-P2,23,18,0.782608695652174,5,0.782608695652174
Cfa-Mir-9-P3,23,18,0.782608695652174,5,0.782608695652174
Cfa-Mir-92-P1a,23,17,0.7391304347826086,6,0.7391304347826086
Cfa-Mir-92-P1c,23,19,0.8260869565217391,4,0.8260869565217391
Cfa-Mir-92-P1d,24,17,0.7083333333333334,7,0.7083333333333334
Cfa-Mir-92-P2a,22,22,1.0,0,1.0
Cfa-Mir-92-P2c,23,17,0.7391304347826086,6,0.7391304347826086
Cfa-Mir-92-P2d,23,19,0.8260869565217391,4,0.8260869565217391
Cfa-Mir-935-v1,22,18,0.8181818181818182,4,0.8181818181818182
Cfa-Mir-935-v2,23,18,0.782608695652174,5,0.782608695652174
Cfa-Mir-95-P1,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-95-P2,23,18,0.782608695652174,5,0.782608695652174
Cfa-Mir-95-P3-v1,23,19,0.8260869565217391,4,0.8260869565217391
Cfa-Mir-95-P3-v2,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-95-P4,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-96-P1,23,18,0.782608695652174,5,0.782608695652174
Cfa-Mir-96-P2,24,20,0.8333333333333334,4,0.8333333333333334
Cfa-Mir-96-P3-v1,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-96-P3-v2,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Mir-9851,22,18,0.8181818181818182,4,0.8181818181818182
Cfa-Novel-1,23,19,0.8260869565217391,4,0.8260869565217391
Cfa-Novel-10,22,20,0.9090909090909091,2,0.9090909090909091
Cfa-Novel-11,22,22,1.0,0,1.0
Cfa-Novel-12,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Novel-13,23,19,0.8260869565217391,4,0.8260869565217391
Cfa-Novel-14,23,23,1.0,0,1.0
Cfa-Novel-15,22,20,0.9090909090909091,2,0.9090909090909091
Cfa-Novel-16,24,21,0.875,3,0.875
Cfa-Novel-17,23,17,0.7391304347826086,6,0.7391304347826086
Cfa-Novel-18,23,18,0.782608695652174,5,0.782608695652174
Cfa-Novel-2,23,19,0.8260869565217391,4,0.8260869565217391
Cfa-Novel-21,22,21,0.9545454545454546,1,0.9545454545454546
Cfa-Novel-22,22,17,0.7727272727272727,5,0.7727272727272727
Cfa-Novel-23,22,19,0.8636363636363636,3,0.8636363636363636
Cfa-Novel-24,23,22,0.9565217391304348,1,0.9565217391304348
Cfa-Novel-3,22,18,0.8181818181818182,4,0.8181818181818182
Cfa-Novel-4,21,17,0.8095238095238095,4,0.8095238095238095
Cfa-Novel-5,23,18,0.782608695652174,5,0.782608695652174
Cfa-Novel-6,23,20,0.8695652173913043,3,0.8695652173913043
Cfa-Novel-7,21,21,1.0,0,1.0
Cfa-Novel-8,23,18,0.782608695652174,5,0.782608695652174
Cfa-Novel-9,23,18,0.782608695652174,5,0.782608695652174
Cgi-Bantam,23,18,0.782608695652174,5,0.782608695652174
Cgi-Let-7,22,19,0.8636363636363636,3,0.8636363636363636
Cgi-Mir-1,23,18,0.782608695652174,5,0.782608695652174
Cgi-Mir-10-P1,22,17,0.7727272727272727,5,0.7727272727272727
Cgi-Mir-10-P2,22,20,0.9090909090909091,2,0.9090909090909091
Cgi-Mir-10-P3,22,17,0.7727272727272727,5,0.7727272727272727
Cgi-Mir-10-P5,24,19,0.7916666666666666,5,0.7916666666666666
Cgi-Mir-10-P6,23,17,0.7391304347826086,6,0.7391304347826086
Cgi-Mir-1175,23,17,0.7391304347826086,6,0.7391304347826086
Cgi-Mir-12,22,17,0.7727272727272727,5,0.7727272727272727
Cgi-Mir-124-P28,23,17,0.7391304347826086,6,0.7391304347826086
Cgi-Mir-124-P29,23,17,0.7391304347826086,6,0.7391304347826086
Cgi-Mir-133,23,23,1.0,0,1.0
Cgi-Mir-137,22,20,0.9090909090909091,2,0.9090909090909091
Cgi-Mir-153,22,17,0.7727272727272727,5,0.7727272727272727
Cgi-Mir-184-P10,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P11,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P12,24,19,0.7916666666666666,5,0.7916666666666666
Cgi-Mir-184-P13a,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P13b,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P14,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15a1,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15a2,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15a3,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15a4,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15a5,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15a6,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15a7,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15b,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15c,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15d,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15e1,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15e2,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15e3,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15f,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15g1,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15g2,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15g3,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15h,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15i,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15j,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15k,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15l1,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15l2,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15m,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15n,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15o,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15p,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15q,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15r,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P15s,22,18,0.8181818181818182,4,0.8181818181818182
Cgi-Mir-184-P15t,22,18,0.8181818181818182,4,0.8181818181818182
Cgi-Mir-184-P15u,22,18,0.8181818181818182,4,0.8181818181818182
Cgi-Mir-184-P7,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P8a,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P8b,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P8c,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P8d,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-184-P9,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-190,23,17,0.7391304347826086,6,0.7391304347826086
Cgi-Mir-193-P1,22,21,0.9545454545454546,1,0.9545454545454546
Cgi-Mir-193-P2,25,18,0.72,7,0.72
Cgi-Mir-1984,22,21,0.9545454545454546,1,0.9545454545454546
Cgi-Mir-1985,23,18,0.782608695652174,5,0.782608695652174
Cgi-Mir-1986,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-1989,22,17,0.7727272727272727,5,0.7727272727272727
Cgi-Mir-1990,22,18,0.8181818181818182,4,0.8181818181818182
Cgi-Mir-1992,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-1993,22,18,0.8181818181818182,4,0.8181818181818182
Cgi-Mir-1994-P1,24,18,0.75,6,0.75
Cgi-Mir-1994-P2,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-2-o28,21,18,0.8571428571428571,3,0.8571428571428571
Cgi-Mir-2-o29,22,19,0.8636363636363636,3,0.8636363636363636
Cgi-Mir-2-o30,22,22,1.0,0,1.0
Cgi-Mir-2-o31a,22,21,0.9545454545454546,1,0.9545454545454546
Cgi-Mir-2-o31b,22,19,0.8636363636363636,3,0.8636363636363636
Cgi-Mir-2-o32,22,18,0.8181818181818182,4,0.8181818181818182
Cgi-Mir-2-o33,22,18,0.8181818181818182,4,0.8181818181818182
Cgi-Mir-2-o34,22,19,0.8636363636363636,3,0.8636363636363636
Cgi-Mir-2-o35,22,21,0.9545454545454546,1,0.9545454545454546
Cgi-Mir-2001,22,17,0.7727272727272727,5,0.7727272727272727
Cgi-Mir-210,22,20,0.9090909090909091,2,0.9090909090909091
Cgi-Mir-216-P1,23,17,0.7391304347826086,6,0.7391304347826086
Cgi-Mir-216-P2,23,23,1.0,0,1.0
Cgi-Mir-219,23,17,0.7391304347826086,6,0.7391304347826086
Cgi-Mir-22-P1,23,18,0.782608695652174,5,0.782608695652174
Cgi-Mir-22-P2,25,19,0.76,6,0.76
Cgi-Mir-242,22,20,0.9090909090909091,2,0.9090909090909091
Cgi-Mir-252-P1,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-252-P2,22,17,0.7727272727272727,5,0.7727272727272727
Cgi-Mir-2722,22,17,0.7727272727272727,5,0.7727272727272727
Cgi-Mir-277,22,18,0.8181818181818182,4,0.8181818181818182
Cgi-Mir-278,24,20,0.8333333333333334,4,0.8333333333333334
Cgi-Mir-279,22,18,0.8181818181818182,4,0.8181818181818182
Cgi-Mir-281,21,19,0.9047619047619048,2,0.9047619047619048
Cgi-Mir-29-P1,22,18,0.8181818181818182,4,0.8181818181818182
Cgi-Mir-29-P2,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-31,23,17,0.7391304347826086,6,0.7391304347826086
Cgi-Mir-315-v1,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-315-v2,23,18,0.782608695652174,5,0.782608695652174
Cgi-Mir-317-P1,22,20,0.9090909090909091,2,0.9090909090909091
Cgi-Mir-317-P2,22,17,0.7727272727272727,5,0.7727272727272727
Cgi-Mir-33,21,17,0.8095238095238095,4,0.8095238095238095
Cgi-Mir-34,23,17,0.7391304347826086,6,0.7391304347826086
Cgi-Mir-36,24,19,0.7916666666666666,5,0.7916666666666666
Cgi-Mir-375-P3,23,18,0.782608695652174,5,0.782608695652174
Cgi-Mir-375-P4,23,21,0.9130434782608695,2,0.9130434782608695
Cgi-Mir-67-P4,22,18,0.8181818181818182,4,0.8181818181818182
Cgi-Mir-67-P5,23,17,0.7391304347826086,6,0.7391304347826086
Cgi-Mir-67-P6,23,17,0.7391304347826086,6,0.7391304347826086
Cgi-Mir-7,24,17,0.7083333333333334,7,0.7083333333333334
Cgi-Mir-71,23,23,1.0,0,1.0
Cgi-Mir-750,23,20,0.8695652173913043,3,0.8695652173913043
Cgi-Mir-76,23,17,0.7391304347826086,6,0.7391304347826086
Cgi-Mir-8,22,17,0.7727272727272727,5,0.7727272727272727
Cgi-Mir-87-P1,25,21,0.84,4,0.84
Cgi-Mir-87-P2,25,20,0.8,5,0.8
Cgi-Mir-9-P17,23,19,0.8260869565217391,4,0.8260869565217391
Cgi-Mir-9-P18,23,18,0.782608695652174,5,0.782608695652174
Cgi-Mir-9-P19,23,18,0.782608695652174,5,0.782608695652174
Cgi-Mir-92-o32,22,20,0.9090909090909091,2,0.9090909090909091
Cgi-Mir-92-o33,22,19,0.8636363636363636,3,0.8636363636363636
Cgi-Mir-92-o34,27,21,0.7777777777777778,6,0.7777777777777778
Cgi-Mir-92-o35,23,20,0.8695652173913043,3,0.8695652173913043
Cgi-Mir-96-P1h,23,18,0.782608695652174,5,0.782608695652174
Cgi-Mir-96-P1i,23,17,0.7391304347826086,6,0.7391304347826086
Cgi-Mir-96-P2l,24,17,0.7083333333333334,7,0.7083333333333334
Cgi-Mir-96-P2m,23,17,0.7391304347826086,6,0.7391304347826086
Cgi-Mir-96-P3,23,17,0.7391304347826086,6,0.7391304347826086
Cgi-Novel-1,22,19,0.8636363636363636,3,0.8636363636363636
Cgi-Novel-2,22,22,1.0,0,1.0
Cgi-Novel-3,23,23,1.0,0,1.0
Cgi-Novel-4,23,22,0.9565217391304348,1,0.9565217391304348
Cgi-Novel-5,23,17,0.7391304347826086,6,0.7391304347826086
Cgi-Novel-6,23,17,0.7391304347826086,6,0.7391304347826086
Cgi-Novel-7,23,17,0.7391304347826086,6,0.7391304347826086
Cgi-Novel-8,22,17,0.7727272727272727,5,0.7727272727272727
Cin-Let-7-P1,22,22,1.0,0,1.0
Cin-Let-7-P2o1-v1,22,18,0.8181818181818182,4,0.8181818181818182
Cin-Let-7-P2o1-v2,22,22,1.0,0,1.0
Cin-Let-7-P2o2,22,20,0.9090909090909091,2,0.9090909090909091
Cin-Let-7-P2o3,22,22,1.0,0,1.0
Cin-Let-7-P2o4,23,18,0.782608695652174,5,0.782608695652174
Cin-Let-7-P2o5,22,17,0.7727272727272727,5,0.7727272727272727
Cin-Mir-1,23,17,0.7391304347826086,6,0.7391304347826086
Cin-Mir-10-P2,22,22,1.0,0,1.0
Cin-Mir-10-P3,22,17,0.7727272727272727,5,0.7727272727272727
Cin-Mir-124-P7,22,22,1.0,0,1.0
Cin-Mir-124-P8,22,22,1.0,0,1.0
Cin-Mir-126-v1,23,23,1.0,0,1.0
Cin-Mir-126-v2,22,22,1.0,0,1.0
Cin-Mir-133,22,17,0.7727272727272727,5,0.7727272727272727
Cin-Mir-135-P7,24,19,0.7916666666666666,5,0.7916666666666666
Cin-Mir-135-P8,23,18,0.782608695652174,5,0.782608695652174
Cin-Mir-1495,23,17,0.7391304347826086,6,0.7391304347826086
Cin-Mir-1497,21,21,1.0,0,1.0
Cin-Mir-15-P1,21,21,1.0,0,1.0
Cin-Mir-15-P2,22,17,0.7727272727272727,5,0.7727272727272727
Cin-Mir-1502-P1,23,17,0.7391304347826086,6,0.7391304347826086
Cin-Mir-1502-P2,25,19,0.76,6,0.76
Cin-Mir-1502-P3,24,18,0.75,6,0.75
Cin-Mir-1502-P4,25,20,0.8,5,0.8
Cin-Mir-153,22,17,0.7727272727272727,5,0.7727272727272727
Cin-Mir-184,25,19,0.76,6,0.76
Cin-Mir-196,22,17,0.7727272727272727,5,0.7727272727272727
Cin-Mir-219,23,20,0.8695652173913043,3,0.8695652173913043
Cin-Mir-281,22,18,0.8181818181818182,4,0.8181818181818182
Cin-Mir-29-P2,22,19,0.8636363636363636,3,0.8636363636363636
Cin-Mir-31,23,18,0.782608695652174,5,0.782608695652174
Cin-Mir-33,22,18,0.8181818181818182,4,0.8181818181818182
Cin-Mir-34,23,17,0.7391304347826086,6,0.7391304347826086
Cin-Mir-3598,24,18,0.75,6,0.75
Cin-Mir-375,22,19,0.8636363636363636,3,0.8636363636363636
Cin-Mir-4010-P1,24,19,0.7916666666666666,5,0.7916666666666666
Cin-Mir-4010-P2,24,19,0.7916666666666666,5,0.7916666666666666
Cin-Mir-4011-P1,22,17,0.7727272727272727,5,0.7727272727272727
Cin-Mir-4011-P2,24,18,0.75,6,0.75
Cin-Mir-4013-P1,22,20,0.9090909090909091,2,0.9090909090909091
Cin-Mir-4013-P2,22,18,0.8181818181818182,4,0.8181818181818182
Cin-Mir-4014-P1,22,17,0.7727272727272727,5,0.7727272727272727
Cin-Mir-4014-P2,22,19,0.8636363636363636,3,0.8636363636363636
Cin-Mir-4015-P1,21,18,0.8571428571428571,3,0.8571428571428571
Cin-Mir-4015-P2,21,18,0.8571428571428571,3,0.8571428571428571
Cin-Mir-4017-P1,22,20,0.9090909090909091,2,0.9090909090909091
Cin-Mir-4017-P2a,21,21,1.0,0,1.0
Cin-Mir-4017-P2b,21,21,1.0,0,1.0
Cin-Mir-4018-P1,24,18,0.75,6,0.75
Cin-Mir-4018-P2,24,19,0.7916666666666666,5,0.7916666666666666
Cin-Mir-4029,21,17,0.8095238095238095,4,0.8095238095238095
Cin-Mir-4030,22,17,0.7727272727272727,5,0.7727272727272727
Cin-Mir-4031,22,18,0.8181818181818182,4,0.8181818181818182
Cin-Mir-4034,21,17,0.8095238095238095,4,0.8095238095238095
Cin-Mir-4036,23,17,0.7391304347826086,6,0.7391304347826086
Cin-Mir-4037,24,19,0.7916666666666666,5,0.7916666666666666
Cin-Mir-4040,23,17,0.7391304347826086,6,0.7391304347826086
Cin-Mir-4043,22,22,1.0,0,1.0
Cin-Mir-4044,21,17,0.8095238095238095,4,0.8095238095238095
Cin-Mir-4045,24,18,0.75,6,0.75
